Ticker,timestamp,users_holding
KLXE ,2018-08-29 14:03:37,0
KLXE ,2018-08-29 14:40:02,0
KLXE ,2018-08-29 15:40:03,0
KLXE ,2018-08-29 16:40:02,0
KLXE ,2018-08-29 17:40:03,0
KLXE ,2018-08-29 18:40:04,0
KLXE ,2018-08-29 19:40:02,0
KLXE ,2018-08-29 20:40:02,0
KLXE ,2018-08-29 21:40:02,0
KLXE ,2018-08-29 22:40:02,0
KLXE ,2018-08-29 23:40:03,0
KLXE ,2018-08-30 00:40:03,0
KLXE ,2018-08-30 01:40:02,0
KLXE ,2018-08-30 02:40:02,0
KLXE ,2018-08-30 03:40:03,0
KLXE ,2018-08-30 04:40:02,0
KLXE ,2018-08-30 05:40:03,0
KLXE ,2018-08-30 06:40:03,0
KLXE ,2018-08-30 07:40:03,0
KLXE ,2018-08-30 08:40:03,0
KLXE ,2018-08-30 09:40:03,0
KLXE ,2018-08-30 10:40:03,0
KLXE ,2018-08-30 11:40:03,0
KLXE ,2018-08-30 12:40:03,0
KLXE ,2018-08-30 13:40:04,0
KLXE ,2018-08-30 14:40:03,0
KLXE ,2018-08-30 15:40:03,0
KLXE ,2018-08-30 16:40:02,0
KLXE ,2018-08-30 17:40:02,0
KLXE ,2018-08-30 18:40:03,0
KLXE ,2018-08-30 19:40:03,0
KLXE ,2018-08-30 20:40:02,0
KLXE ,2018-08-30 21:40:03,0
KLXE ,2018-08-30 22:40:03,0
KLXE ,2018-08-30 23:40:03,0
KLXE ,2018-08-31 00:40:03,0
KLXE ,2018-08-31 01:40:02,0
KLXE ,2018-08-31 02:40:02,0
KLXE ,2018-08-31 03:40:03,0
KLXE ,2018-08-31 04:40:03,0
KLXE ,2018-08-31 05:40:02,0
KLXE ,2018-08-31 06:40:03,0
KLXE ,2018-08-31 07:40:03,0
KLXE ,2018-08-31 08:40:03,0
KLXE ,2018-08-31 09:40:03,0
KLXE ,2018-08-31 10:40:03,0
KLXE ,2018-08-31 11:40:03,0
KLXE ,2018-08-31 12:40:03,0
KLXE ,2018-08-31 13:40:03,0
KLXE ,2018-08-31 14:40:03,0
KLXE ,2018-08-31 15:40:03,0
KLXE ,2018-08-31 16:40:02,0
KLXE ,2018-08-31 17:40:03,0
KLXE ,2018-08-31 18:40:02,0
KLXE ,2018-08-31 19:40:03,0
KLXE ,2018-08-31 20:40:02,0
KLXE ,2018-08-31 21:40:03,0
KLXE ,2018-08-31 22:40:03,0
KLXE ,2018-08-31 23:40:02,0
KLXE ,2018-09-01 00:40:02,0
KLXE ,2018-09-01 01:40:02,0
KLXE ,2018-09-01 02:40:03,0
KLXE ,2018-09-01 03:40:03,0
KLXE ,2018-09-01 04:40:03,0
KLXE ,2018-09-01 05:40:03,0
KLXE ,2018-09-01 06:40:03,0
KLXE ,2018-09-01 07:40:03,0
KLXE ,2018-09-01 08:40:03,0
KLXE ,2018-09-01 09:40:03,0
KLXE ,2018-09-01 10:40:03,0
KLXE ,2018-09-01 11:40:03,0
KLXE ,2018-09-01 12:40:02,0
KLXE ,2018-09-01 13:40:03,0
KLXE ,2018-09-01 14:40:03,0
KLXE ,2018-09-01 15:40:03,0
KLXE ,2018-09-01 16:40:02,0
KLXE ,2018-09-01 17:40:02,0
KLXE ,2018-09-01 18:40:03,0
KLXE ,2018-09-01 19:40:02,0
KLXE ,2018-09-01 20:40:02,0
KLXE ,2018-09-01 21:40:02,0
KLXE ,2018-09-01 22:40:03,0
KLXE ,2018-09-01 23:40:03,0
